X,Y,record_id,street_num,street_dir,street_name,street_type,date_status,description,owner_name,contractor_name,contractor_business_name,contractor_address,task,status,parcel_id,lon,lat,ObjectId
-83.113702,42.395495,DEM2019-03374,1944,,Waverly,,2019/08/09 00:00:00+00,Residential demolition and removal,Detroit  Land Bank,Scott Homrich,HOMRICH  WRECKING,"65 CADILLAC SQ., SUITE # 2701",Permit Issuance,Issued,8004442,-83.113702,42.395495,2318
-83.075175,42.432194,DEM2019-02915,18921,,Anglin,,2019/07/15 00:00:00+00,Residential demolition and removal,Detroit  Land Bank Authority, ,"ABLE DEMOLITION, INC",400 RENAISSANCE,Permit Issuance,Issued,9012091,-83.075175,42.432194,2319
-83.176073,42.400639,DEM2019-03609,15047,,Littlefield,,2019/08/21 00:00:00+00,Residential demolition and removal,Detroit  Land Bank,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,22027319,-83.176073,42.400639,2320
-83.074277,42.431664,DEM2019-02916,18883,,Brinker,,2019/07/15 00:00:00+00,Residential demolition and removal,DETROIT LAND BANK AUTHORITY, ,"ABLE DEMOLITION, INC",400 RENAISSANCE,Permit Issuance,Issued,9011785,-83.074277,42.431664,2321
-82.979666,42.378014,DEM2019-03259,3583,,Beniteau,,2019/10/04 00:00:00+00,Residential demolition and removal,Detroit  Land Bank,Scott Homrich,HOMRICH  WRECKING,"65 CADILLAC SQ., SUITE # 2701",Permit Issuance,Issued,21043436,-82.979666,42.378014,2322
-83.213835,42.434175,DEM2019-03478,19420,,Lindsay,,2019/07/31 00:00:00+00,Residential demolition and removal,Detroit Land Bank,John Koresky,"ABLE DEMOLITION, INC",400 RENAISSANCE,Permit Issuance,Issued,,-83.213835,42.434175,2323
,,DEM2019-03610,15107,,IILene,,2019/08/21 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,,,,2324
-83.080126,42.431032,DEM2019-02917,18834,,Lumpkin,,2019/07/15 00:00:00+00,Residential demolition and removal,Detroit  Land Bank Authority, ,"ABLE DEMOLITION, INC",400 RENAISSANCE,Permit Issuance,Issued,9015209,-83.080126,42.431032,2325
-83.113613,42.395541,DEM2019-03375,1938,,Waverly,,2019/08/09 00:00:00+00,Residential demolition and removal,Detroit  Land Bank,Scott Homrich,HOMRICH  WRECKING,"65 CADILLAC SQ., SUITE # 2701",Permit Issuance,Issued,8004443,-83.113613,42.395541,2326
-83.222542,42.385035,DEM2019-02801,13549,,Faust,,2019/06/17 00:00:00+00,Residential demolition and removal,DETROIT LAND BANK AUTHORITY, ,HOMRICH  WRECKING,"65 CADILLAC SQ., SUITE # 2701",Permit Issuance,Issued,22079173,-83.222542,42.385035,2327
-82.983478,42.367598,DEM2019-03260,2258,,Bewick,,2019/10/04 00:00:00+00,Residential  demolition and removal,Detroit  Land Bank,Scott Homrich,HOMRICH  WRECKING,"65 CADILLAC SQ., SUITE # 2701",Permit Issuance,Issued,21037030,-82.983478,42.367598,2328
-83.216126,42.438237,DEM2019-03479,19941,,Oakfield,,2019/07/31 00:00:00+00,Residential demolition and removal,Detroit  Land Bank,John Koresky,"ABLE DEMOLITION, INC",400 RENAISSANCE,Permit Issuance,Issued,22069510,-83.216126,42.438237,2329
-83.170665,42.40172,DEM2019-03611,15117,,Appoline,,2019/08/21 00:00:00+00,Residential demolition and removal,Detroit  Land Bank,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,22021682,-83.170665,42.40172,2330
-83.149659,42.403052,DEM2019-03612,15325,,Woodingham,,2019/08/21 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,16028953,-83.149659,42.403052,2331
-83.171218,42.402866,DEM2019-03613,15340,,Steel,,2019/08/21 00:00:00+00,Residential Demolition and removal and to be billed to HRD,DETROIT LAND BANK,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,22022332,-83.171218,42.402866,2332
-83.172306,42.402957,DEM2019-03614,15344,,Sorrento,,2019/08/21 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,22023570,-83.172306,42.402957,2333
-83.142133,42.403469,DEM2019-03615,15350,,Santa Rosa,,2019/08/21 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,16020053,-83.142133,42.403469,2334
-83.149298,42.403518,DEM2019-03616,15354,,Woodingham,,2019/08/21 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,16028277,-83.149298,42.403518,2335
-83.172313,42.403161,DEM2019-03617,15356,,Sorrento,,2019/08/21 00:00:00+00,Residential demolition and removal and to be billed to HRD.,Detroit  Land Bank,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,22023572,-83.172313,42.403161,2336
-83.150745,42.403687,DEM2019-03618,15359,,Greenlawn,,2019/08/21 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,16029940,-83.150745,42.403687,2337
-83.153584,42.403602,DEM2019-03619,15359,,Northlawn,,2019/08/21 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,16032347,-83.153584,42.403602,2338
-83.171763,42.403246,DEM2019-03620,15359,,Steel,,2019/08/21 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,22022919,-83.171763,42.403246,2339
-83.172312,42.403259,DEM2019-03621,15362,,Sorrento,,2019/08/21 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,22023573,-83.172312,42.403259,2340
-83.154145,42.403791,DEM2019-03622,15366,,Cherrylawn,,2019/08/21 00:00:00+00,residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,16032789,-83.154145,42.403791,2341
-83.138899,42.403893,DEM2019-03623,15368,,Petoskey,,2019/08/21 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,12012900,-83.138899,42.403893,2342
-83.149731,42.403915,DEM2019-03624,15373,,Woodingham,,2019/08/21 00:00:00+00,Residential demolition and removal and to be bill to HRD,Detroit  Land Bank,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,16028944,-83.149731,42.403915,2343
-83.148672,42.404018,DEM2019-03625,15377,,Turner,,2019/08/21 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,16028059,-83.148672,42.404018,2344
-83.157123,42.401631,DEM2019-03626,8625,,Ellsworth,,2019/08/21 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,16006699,-83.157123,42.401631,2345
-83.171714,42.41161,DEM2019-03627,16244,,Steel,,2019/08/21 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,22022401,-83.171714,42.41161,2346
-83.17546,42.411335,DEM2019-03628,16231,,Cheyenne,,2019/08/21 00:00:00+00,Residential demolition and removal and to be bill to HRD,Detroit  Land Bank,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,22026054,-83.17546,42.411335,2347
-83.157158,42.364546,DEM2019-03136,9331,,Kentucky,,2019/07/24 00:00:00+00,Residential demolition and removal,Detroit  Land Bank Authority, ,HOMRICH  WRECKING,"65 CADILLAC SQ., SUITE # 2701",Permit Issuance,Issued,18015749,-83.157158,42.364546,2348
-83.240121,42.42132,DEM2019-03694,17650,,Heyden,,2019/08/21 00:00:00+00,Residential demolition and removal and to be billed to HRD,DETROIT LAND BANK,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,22099299,-83.240121,42.42132,2349
-83.175911,42.40783,DEM2019-03629,15810,,Littlefield,,2019/08/21 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,22026830,-83.175911,42.40783,2350
-83.17306,42.407431,DEM2019-03630,15793,,Sorrento,,2019/08/21 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,22024104,-83.17306,42.407431,2351
-83.17586,42.406858,DEM2019-03631,15766,,Littlefield,,2019/08/21 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,22026821,-83.17586,42.406858,2352
-83.178449,42.405535,DEM2019-03632,15511,,Hartwell,,2019/08/21 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,22029178,-83.178449,42.405535,2353
-83.172401,42.405219,DEM2019-03633,15482,,Sorrento,,2019/08/21 00:00:00+00,Residential demolition and removal and billed to HRD,Domus Sertentronia LLC,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,22023591,-83.172401,42.405219,2354
-83.176222,42.404975,DEM2019-03634,15467,,Littlefield,,2019/08/21 00:00:00+00,Residential demolition and removal,Detroit  Land Bank,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,22027285,-83.176222,42.404975,2355
-83.148202,42.404217,DEM2019-03635,15386,,Turner,,2019/08/21 00:00:00+00,Residential demolition and removal and bill to HRD,Detroit  Land Bank,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,,-83.148202,42.404217,2356
-83.149728,42.404107,DEM2019-03636,15381,,Woodingham,,2019/08/21 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit Land Bank,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,16028942,-83.149728,42.404107,2357
-83.147529,42.404125,DEM2019-03637,15381,,Tuller,,2019/08/21 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,16027065,-83.147529,42.404125,2358
-83.059886,42.34338,DEM2019-03638,3129,,CASS,,2019/08/09 00:00:00+00,AKA: 3127-3129 CASS        WRECK AND REMOVE EXISTING RETAIL W/GARAGE,"CASS REVIVAL, LLC.",Arthur Dore,DORE & ASSOCIATES CONTRACTING,900 HARRY S TRUMAN PARKWAY,Permit Issuance,Issued,2002254,-83.059886,42.34338,2359
-83.105885,42.442339,DEM2019-03639,20116,,Danbury,,2019/08/13 00:00:00+00,Residential demolition and removal,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,9024948,-83.105885,42.442339,2360
-83.103482,42.442461,DEM2019-03640,20122,,Derby,,2019/08/13 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,9024705,-83.103482,42.442461,2361
-83.104201,42.44257,DEM2019-03641,20133,,Derby,,2019/08/13 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,9024784,-83.104201,42.44257,2362
-83.106347,42.442601,DEM2019-03642,20137,,Danbury,,2019/08/13 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,,-83.106347,42.442601,2363
-83.105902,42.442669,DEM2019-03643,20142,,Danbury,,2019/08/13 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,,-83.105902,42.442669,2364
-83.105378,42.442753,DEM2019-03644,20145,,Exeter,,2019/08/13 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,9024925,-83.105378,42.442753,2365
-83.106905,42.442832,DEM2019-03646,20152,,Charleston,,2019/08/13 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,9025059,-83.106905,42.442832,2366
-83.105928,42.44289,DEM2019-03647,20158,,Danbury,,2019/08/13 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,9024954,-83.105928,42.44289,2367
-83.105917,42.442978,DEM2019-03648,20162,,Danbury,,2019/08/13 00:00:00+00,Residential demolition and removal and to be billed to HRD.,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,9024955,-83.105917,42.442978,2368
-83.105867,42.443062,DEM2019-03649,20170,,danbury,,2019/08/13 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,9024956,-83.105867,42.443062,2369
-83.103521,42.443431,DEM2019-03650,20188,,Derby,,2019/08/13 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,9024712,-83.103521,42.443431,2370
-83.104928,42.443512,DEM2019-03651,20198,,Exeter,,2019/08/13 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,9024856,-83.104928,42.443512,2371
-83.105455,42.443673,DEM2019-03652,20213,,Exeter,,2019/08/13 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,9024915,-83.105455,42.443673,2372
-83.106863,42.443832,DEM2019-03653,20222,,Charleston,,2019/08/13 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,9025070,-83.106863,42.443832,2373
-83.103537,42.443839,DEM2019-03654,20222,,Derby,,2019/08/13 00:00:00+00,Residential and demolition and removal and to be billed to HRD,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,,-83.103537,42.443839,2374
-83.104234,42.443872,DEM2019-03655,20225,,Derby,,2019/08/13 00:00:00+00,Residential demolition and removal and to be billed to HRD.,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,9024770,-83.104234,42.443872,2375
-83.106453,42.444013,DEM2019-03656,20243,,Danbury,,2019/08/13 00:00:00+00,Residential and removal and to be billed to HRD,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,,-83.106453,42.444013,2376
-83.103643,42.444237,DEM2019-03657,20250,,Derby,,2019/08/13 00:00:00+00,Residential demolition and removal to be billed to HRD,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,9024721,-83.103643,42.444237,2377
-83.104241,42.444227,DEM2019-03658,20251,,Derby,,2019/08/13 00:00:00+00,Residential demolition and removal to be billed to HRD,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,9024766,-83.104241,42.444227,2378
-83.105442,42.444214,DEM2019-03659,20253,,Exeter,,2019/08/13 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,,-83.105442,42.444214,2379
-83.103644,42.444351,DEM2019-03660,20260,,Derby,,2019/08/13 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,9024722,-83.103644,42.444351,2380
-83.104949,42.444323,DEM2019-03661,20260,,Exeter,,2019/08/13 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,9024865,-83.104949,42.444323,2381
-83.106445,42.444345,DEM2019-03662,20263,,Danbury,,2019/08/13 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,9025013,-83.106445,42.444345,2382
-83.105442,42.444336,DEM2019-03663,20263,,Exeter,,2019/08/13 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,9024908,-83.105442,42.444336,2383
-83.10434,42.44463,DEM2019-03664,20405,,Derby,,2019/08/13 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,9024764,-83.10434,42.44463,2384
-83.104356,42.445029,DEM2019-03666,20433,,Derby,,2019/08/13 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,9024760,-83.104356,42.445029,2385
-83.104297,42.445404,DEM2019-03667,20459,,Derby,,2019/08/13 00:00:00+00,Residential demolition and removal and to be billed to HRD.,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,9024756,-83.104297,42.445404,2386
-83.106966,42.444971,DEM2019-03668,20502,,Charleston,,2019/08/13 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,,-83.106966,42.444971,2387
-83.106985,42.445225,DEM2019-03669,20522,,Charleston,,2019/08/13 00:00:00+00,Residential demolition and removal,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,9025083,-83.106985,42.445225,2388
-83.106548,42.446306,DEM2019-03670,20529,,Danbury,,2019/08/13 00:00:00+00,Residential demolition and removal and to be billed to HRD.,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,9024993,-83.106548,42.446306,2389
-83.227636,42.337797,DEM2019-03671,6424,,PIEDMONT,,2019/08/20 00:00:00+00,Demolition,"SNOBALL SMSF, LLC",John Koresky,"ABLE DEMOLITION, INC",400 RENAISSANCE,Permit Issuance,Issued,22086864,-83.227636,42.337797,2390
-83.107016,42.445493,DEM2019-03672,20538,,Charleston,,2019/08/13 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,9025086,-83.107016,42.445493,2391
-83.106998,42.445583,DEM2019-03673,20546,,Charleston,,2019/08/13 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,9025087,-83.106998,42.445583,2392
-83.107024,42.446216,DEM2019-03674,20626,,Charleston,,2019/08/13 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,9025094,-83.107024,42.446216,2393
-83.107041,42.446399,DEM2019-03675,20638,,Charleston,,2019/08/13 00:00:00+00,Residential demolition and removal and to be billed to HRD,Detroit  Land Bank,Richard Adamo,ADAMO DEMO,320 E 7 MILE RD,Permit Issuance,Issued,9025096,-83.107041,42.446399,2394
-83.235052,42.363409,DEM2019-03676,9329,,PLAINVIEW,,2019/08/19 00:00:00+00,WRECK AND REMOVE,DETROIT LAND BANK AUTHORITY, ,"SMALLEY CONSTRUCTION, INC",1224 LOCUST ST,Permit Issuance,Issued,22094644,-83.235052,42.363409,2395
-82.983905,42.38317,DEM2019-03677,4462,,Lillibridge,,2019/08/14 00:00:00+00,Residential demolition and removal. Permit cost to be paid by contractor,Detroit  Land Bank, ,"ABLE DEMOLITION, INC",400 RENAISSANCE,Permit Issuance,Issued,21042776,-82.983905,42.38317,2396
,,DEM2019-03678,3617,,Jos Campau,,2019/08/14 00:00:00+00,Residential and demolition and removal.,Detroit  Land Bank, ,"ABLE DEMOLITION, INC",400 RENAISSANCE,Permit Issuance,Issued,,,,2397
-83.175251,42.407136,DEM2019-03680,15781,,Cheyenne,,2019/08/21 00:00:00+00,Residential demolition and removal and permits to be billed to HRD.,Detroit  Land Bank,Manish Chaudhary,DMC CONSULTANTS INC,13500 FOLEY,Permit Issuance,Issued,22026088,-83.175251,42.407136,2398
-83.251743,42.401627,DEM2019-03681,15356,,Bentler,,2019/08/16 00:00:00+00,Residential demolition and removal and to be billed to HRD,CITY OF DETROIT HOUSING & REVITALIZATION,Robert DeLicata,RDC CONSTRUCTION SERVICES LLC,26400 W EIGHT MILE RD,Permit Issuance,Issued,22110561,-83.251743,42.401627,2399
-83.244664,42.402134,DEM2019-03682,15370,,braile,,2019/08/16 00:00:00+00,Residential demolition and removal and to be billed to HRD.,CITY OF DETROIT HOUSING & REVITALIZATION,Robert DeLicata,RDC CONSTRUCTION SERVICES LLC,26400 W EIGHT MILE RD,Permit Issuance,Issued,22105266,-83.244664,42.402134,2400
,,DEM2019-03683,15767,,Burt,,2019/08/16 00:00:00+00,Residential demolition and removal to be billed to HRD,CITY OF DETROIT HOUSING & REVITALIZATION,Robert DeLicata,RDC CONSTRUCTION SERVICES LLC,26400 W EIGHT MILE RD,Permit Issuance,Issued,,,,2401
-83.257314,42.404624,DEM2019-03684,15733,,Lahser,,2019/08/16 00:00:00+00,Residential demolition and removal and to be billed to HRD.,CITY OF DETROIT HOUSING & REVITALIZATION,Robert DeLicata,RDC CONSTRUCTION SERVICES LLC,26400 W EIGHT MILE RD,Permit Issuance,Issued,22113798,-83.257314,42.404624,2402
-83.244119,42.38995,DEM2019-03685,14196,,BRAILE,,2019/08/19 00:00:00+00,WRECK AND REMOVE   1.22.19B,DETROIT LAND BANK AUTHORITY, ,"SMALLEY CONSTRUCTION, INC",1224 LOCUST ST,Permit Issuance,Issued,22105169,-83.244119,42.38995,2403
-83.113408,42.395625,DEM2019-03376,1926,,Waverly,,2019/08/09 00:00:00+00,Residential demolition and removal,Detroit  Land Bank,Scott Homrich,HOMRICH  WRECKING,"65 CADILLAC SQ., SUITE # 2701",Permit Issuance,Issued,8004445,-83.113408,42.395625,2404
-83.111839,42.394989,DEM2019-03377,1707,,Tyler,,2019/08/09 00:00:00+00,Residential demolition and removal,Detroit  Land Bank,Scott Homrich,HOMRICH  WRECKING,"65 CADILLAC SQ., SUITE # 2701",Permit Issuance,Issued,6003766,-83.111839,42.394989,2405
-83.112546,42.389971,DEM2019-03378,2233,,Sturtevant,,2019/08/09 00:00:00+00,Residential demolition and removal,Detroit  Land Bank,Scott Homrich,HOMRICH  WRECKING,"65 CADILLAC SQ., SUITE # 2701",Permit Issuance,Issued,8003990,-83.112546,42.389971,2406
-83.11205,42.390157,DEM2019-03379,2203,,STURTEVANT,,2019/08/09 00:00:00+00,Residential demolition and removal,Detroit  Land Bank,Scott Homrich,HOMRICH  WRECKING,"65 CADILLAC SQ., SUITE # 2701",Permit Issuance,Issued,8003985,-83.11205,42.390157,2407
-83.13058,42.402439,DEM2019-03380,15116,,Parkside,,2019/08/09 00:00:00+00,Residential demolition and removal,Detroit  Land Bank,Scott Homrich,HOMRICH  WRECKING,"65 CADILLAC SQ., SUITE # 2701",Permit Issuance,Issued,12011345,-83.13058,42.402439,2408
-83.13066,42.402034,DEM2019-03381,15086,,Parkside,,2019/08/09 00:00:00+00,Residential demolition and removal,Detroit  Land Bank,Scott Homrich,HOMRICH  WRECKING,"65 CADILLAC SQ., SUITE # 2701",Permit Issuance,Issued,12011340,-83.13066,42.402034,2409
-83.113197,42.391975,DEM2019-03382,2036,,Leslie,,2019/08/09 00:00:00+00,Residential demolition and removal,Detroit  Land Bank,Scott Homrich,HOMRICH  WRECKING,"65 CADILLAC SQ., SUITE # 2701",Permit Issuance,Issued,8004215,-83.113197,42.391975,2410
-83.11224,42.391395,DEM2019-03383,2010,,Fullerton,,2019/08/09 00:00:00+00,Residential demolition and removal,Detroit  Land Bank,Scott Homrich,HOMRICH  WRECKING,"65 CADILLAC SQ., SUITE # 2701",Permit Issuance,Issued,8004133,-83.11224,42.391395,2411
-83.025879,42.432831,DEM2019-03384,7578,,Brentwood,,2019/07/26 00:00:00+00,Residential demolition and removal,Detroit  Land Bank Authority,John Koresky,"ABLE DEMOLITION, INC",400 RENAISSANCE,Permit Issuance,Issued,15004801,-83.025879,42.432831,2412
-83.021878,42.433436,DEM2019-03386,8119,,Brentwood,,2019/07/26 00:00:00+00,Residential demolition and removal,Detroit  Land Bank Authority,John Koresky,"ABLE DEMOLITION, INC",400 RENAISSANCE,Permit Issuance,Issued,17004876,-83.021878,42.433436,2413
-83.032965,42.421649,DEM2019-03387,6720,,Brimson,,2019/07/26 00:00:00+00,Residential demolition and removal,Detroit  Land Bank Authority,John Koresky,"ABLE DEMOLITION, INC",400 RENAISSANCE,Permit Issuance,Issued,15003517,-83.032965,42.421649,2414
,,DEM2019-03388,21120,,Bramford,,2019/07/25 00:00:00+00,Residential demolition and removal,Detroit  Land Bank,Phillip Daniel,LEADHEAD CONSTRUCTION LLC,41617 CUMMINGS LANE,Permit Issuance,Issued,,,,2415
-83.032375,42.421661,DEM2019-03389,6752,,Brimson,,2019/07/26 00:00:00+00,Residential demolition and removal,Detroit  Land Bank Authority,John Koresky,"ABLE DEMOLITION, INC",400 RENAISSANCE,Permit Issuance,Issued,15003512,-83.032375,42.421661,2416
-83.03191,42.422057,DEM2019-03390,6781,,Brimson,,2019/07/26 00:00:00+00,Residential demolition and removal,Detroit  Land Bank Authority,John Koresky,"ABLE DEMOLITION, INC",400 RENAISSANCE,Permit Issuance,Issued,15003546,-83.03191,42.422057,2417
-83.031553,42.421604,DEM2019-03391,6802,,Brimson,,2019/07/26 00:00:00+00,Residential demolition and removal,Detroit  Land Bank Authority,John Koresky,"ABLE DEMOLITION, INC",400 RENAISSANCE,Permit Issuance,Issued,15003506,-83.031553,42.421604,2418
